,name,user_ratings_total,rating,latitude,longitude
84,AGRICULTURAL INSURANCE ORGANIZATION (O.G.A.),41,2.6,37.9863104,23.7300627
85,Ασφάλιση,0,0.0,37.9766891,23.7267726
86,Global Insurance Online Ασφάλιση,4,5.0,38.0018812,23.7155763
87,ΑΣΦΑΛΙΣΗ ΤΕΧΝΙΚΩΝ ΕΡΓΩΝ,0,0.0,37.9769127,23.7468045
88,Ο.Γ.Α.,52,2.2,37.9863104,23.7300627
89,Φθηνη Ασφαλιση,0,0.0,37.9716416,23.710677
90,"Interasfalisi για Ασφάλεια Αυτοκινήτου, Σκάφους, Κατοικίας, Ζωής.",75,5.0,38.0090369,23.7014937
91,Knights of Athens,152,5.0,37.962137,23.723875
92,OTE ASFALISI S.A.,9,3.3,37.9858483,23.7241592
93,ΜΕΣΙΤΕΣ ΑΣΦΑΛΙΣΕΩΝ,0,0.0,37.9884063,23.7670979
94,SIGMA CREDIT INSURANCE SPECIALISTS P.C.,0,0.0,37.9785577,23.7359524
95,Europolicies Insurance Brokers Sole Shearholder Co. Ltd,0,0.0,37.9861088,23.7625883
96,Ασφάλεια Αυτοκινήτου,0,0.0,38.0020835,23.7415525
97,φθηνη ασφαλιση αυτοκινητου,2,5.0,37.98903079999999,23.799433
98,Star Messites Asfalisseon S.A.,1,5.0,37.9974816,23.7679247
99,T Insurance Brokers S.A.,0,0.0,37.9791794,23.7356937
100,"Ethniki, Hellenic General Insurance Co. S.A.",502,4.0,37.958658,23.719594
102,Eurolife FFH Ασφαλιστική,129,3.5,37.979866,23.733097
103,Europa Insurance Co.,25,4.0,37.9726346,23.7337263
104,AXA Insurance SA,126,4.0,37.9767451,23.7546995
106,KYPROU ASFALISTIKI,0,0.0,37.9870004,23.7582779
107,PERSONAL INSURANCE Α.Ε.Γ.Α.,16,4.8,37.992465,23.762303
108,INTERLIFE Ασφαλιστική Α.Α.Ε.Γ.Α.,165,3.7,37.9626558,23.7258694
109,ATLANTIC UNION GEN,65,4.0,37.988427,23.767182
110,1η ΑΧiΑ ασφαλιστικοί σύμβουλοι,5,5.0,37.9626747,23.724068
111,Generali Hellas Ασφαλιστική,187,3.7,37.9587905,23.7338725
112,Exasfalisi-Insurance,0,0.0,37.9476396,23.715615
113,Ergo ασφαλιστική,0,0.0,37.9831212,23.757112
116,INTERAMERICAN,184,4.0,37.9607466,23.7212378
117,Marfin Agency S.A.,0,0.0,37.9800772,23.7313973
118,Eurolink S.A.,0,0.0,37.9643581,23.7100848
119,LPG ASFALISTIKOI SYMVOULOI E.E.,9,5.0,37.967163,23.753053
